fourth,0.546783783001,0.0609932665477
325,0.632915998101,0.0997213134122
constantine,0.639338760684,0.0908936754033
bearded,0.784837948994,0.0418052732178
theatre,0.706360335329,0.165622104949
epirus,0.656809925227,0.106067262571
earlier,0.66411436889,0.0691928562847
collection,0.63315647907,0.119448964397
sardinia,0.634070651079,0.197142342037
germany,0.602962278809,0.134626982008
statue,0.629163418781,0.0941427196669
man,0.698129299619,0.0646405917845
villa,0.691631996557,0.157490749839
civica,0.572477276022,0.256058722583
short,0.555930028561,0.0527035198156
diadem,0.683165863665,0.12882976966
350,0.58145470621,0.0528058801559
re-worked,0.59848089323,0.212172770612
re-cut,0.565675367402,0.139768370247
later,0.603504042407,0.103451409043
achaea,0.672847258446,0.101577044074
corona,0.566413554087,0.258063102306
rome,0.582342325534,0.0931167821021
roma,0.599573934005,0.0580699787291
scroll,0.702329336845,0.130402515931
western,0.638404567218,0.187372381378
